平台名称,商品标题,品牌,价格,原价,销量,店铺名称,是否官方旗舰店,商品链接
抖音,魅族粉色P-1031手机,魅族,2482.0,4079.0,6204,魅族官方旗舰店,1,https://www.douyin.com/product/9000031
抖音,荣耀折叠屏 手机PH-1032(256GB),荣耀,883.8,1179.0,3044,荣耀京东自营旗舰店,0,https://www.douyin.com/product/9000032
抖音,华硕手机P-1033快充版(麒麟9000),华硕,5149.2,7559.0,1619,华硕手机专卖店,0,https://www.douyin.com/product/9000033
抖音,联想手机I34(A16),联想,1397.1,1659.0,4141,联想京东自营旗舰店,1,https://www.douyin.com/product/9000034
抖音,红米手机Series 16(A16),红米,851.7,1389.0,26022,红米官方旗舰店,1,https://www.douyin.com/product/9000035
抖音,Nothing手机Series 17(骁龙8Gen3),Nothing,3638.5,4079.0,7674,Nothing官方旗舰店,1,https://www.douyin.com/product/9000036
抖音,华硕手机Series 18Ultra,华硕,3879.4,5099.0,9332,华硕京东自营旗舰店,0,https://www.douyin.com/product/9000037
抖音,Nothing手机M38(Exynos2400),Nothing,3116.8,5649.0,7652,Nothing京东自营旗舰店,0,https://www.douyin.com/product/9000038
抖音,摩托罗拉128GB手机PH-1039,摩托罗拉,1952.4,3579.0,2270,摩托罗拉官方旗舰店,1,https://www.douyin.com/product/9000039
抖音,努比亚手机O40,努比亚,1152.6,1809.0,14175,努比亚官方旗舰店,1,https://www.douyin.com/product/9000040
抖音,一加128GB手机PH-1041,一加,1563.7,2239.0,16775,一加手机专卖店,0,https://www.douyin.com/product/9000041
抖音,Nothing手机P-1042SE,Nothing,1637.0,2439.0,7970,Nothing京东自营旗舰店,0,https://www.douyin.com/product/9000042
抖音,ROG手机Series 4(天玑9200),ROG,5319.6,6419.0,2516,ROG京东自营旗舰店,0,https://www.douyin.com/product/9000043
抖音,Apple5G 手机S44,Apple,3545.8,6429.0,15429,Apple产品专营店,0,https://www.douyin.com/product/9000044
抖音,Apple金色PH-1045S手机,Apple,7774.6,11339.0,10080,Apple产品京东自营旗舰店,1,https://www.douyin.com/product/9000045
抖音,三星手机U46(骁龙8Gen3),三星,5362.4,9329.0,10466,三星手机专营店,0,https://www.douyin.com/product/9000046
抖音,华硕手机Series 8(天玑9300),华硕,3755.8,5839.0,3630,华硕京东自营旗舰店,0,https://www.douyin.com/product/9000047
抖音,谷歌5G 手机W48SE,谷歌,1914.9,2849.0,10972,谷歌手机专卖店,0,https://www.douyin.com/product/9000048
抖音,红米5G 手机P-1049(128GB),红米,1740.5,3169.0,11676,红米官方旗舰店,1,https://www.douyin.com/product/9000049
抖音,努比亚手机P-1050Ultra,努比亚,1515.5,2639.0,5855,努比亚京东自营旗舰店,0,https://www.douyin.com/product/9000050
抖音,三星手机P-1051青春版,三星,6457.1,10379.0,7426,三星京东自营旗舰店,0,https://www.douyin.com/product/9000051
抖音,谷歌128GB手机PH-1052,谷歌,4813.1,7859.0,10332,谷歌官方旗舰店,1,https://www.douyin.com/product/9000052
抖音,华硕曲面屏 手机PH-1053Ultra,华硕,1348.4,2289.0,11818,华硕京东自营旗舰店,0,https://www.douyin.com/product/9000053
抖音,华硕1024GB手机C54,华硕,2469.3,3609.0,3476,华硕手机专卖店,0,https://www.douyin.com/product/9000054
抖音,iQOO蓝色Series 16手机,iQOO,3172.0,6069.0,4411,iQOO官方旗舰店,1,https://www.douyin.com/product/9000055
抖音,一加128GB手机Series 17,一加,2100.8,2669.0,8671,一加京东自营旗舰店,0,https://www.douyin.com/product/9000056
抖音,vivo手机Series 18,vivo,2387.6,2809.0,9145,vivo手机专卖店,0,https://www.douyin.com/product/9000057
抖音,华为手机Series 19Plus(骁龙8Gen2),华为,1323.2,1589.0,11087,华为手机专卖店,1,https://www.douyin.com/product/9000058
抖音,ROG手机Series 20快充版(骁龙8Gen2),ROG,5018.6,6349.0,7357,ROG手机专卖店,0,https://www.douyin.com/product/9000059
抖音,华硕快充 手机I60(128GB),华硕,4268.3,5409.0,498,华硕京东自营旗舰店,0,https://www.douyin.com/product/9000060
抖音,谷歌手机Series 2精英版(Exynos2400),谷歌,4392.3,7439.0,504,谷歌京东自营旗舰店,1,https://www.douyin.com/product/9000061
抖音,谷歌手机PH-1062256GB,谷歌,5812.9,9789.0,587,谷歌京东自营旗舰店,0,https://www.douyin.com/product/9000062
抖音,魅族手机P-1063快充版(Exynos2400),魅族,1680.3,3309.0,697,魅族官方旗舰店,1,https://www.douyin.com/product/9000063
抖音,索尼紫色M642024款手机,索尼,6707.6,10979.0,10124,索尼手机专卖店,0,https://www.douyin.com/product/9000064
抖音,Nothing手机Series 6128GB,Nothing,2218.3,2569.0,10162,Nothing京东自营旗舰店,0,https://www.douyin.com/product/9000065
抖音,华硕手机O66S(天玑9200),华硕,2139.2,3019.0,11081,华硕手机专卖店,0,https://www.douyin.com/product/9000066
抖音,vivo手机PH-1067,vivo,2920.2,5309.0,6684,vivo京东自营旗舰店,0,https://www.douyin.com/product/9000067
抖音,iQOO绿色P-1068手机,iQOO,995.6,1139.0,9086,iQOO京东自营旗舰店,0,https://www.douyin.com/product/9000068
抖音,小米手机P-1069快充版(骁龙8Gen3),小米,1603.0,2469.0,1474,小米专卖店,1,https://www.douyin.com/product/9000069
抖音,谷歌128GB手机PH-1070,谷歌,5505.2,9929.0,9870,谷歌京东自营旗舰店,0,https://www.douyin.com/product/9000070
抖音,努比亚手机Series 12精英版,努比亚,1365.4,2129.0,9059,努比亚京东自营旗舰店,0,https://www.douyin.com/product/9000071
抖音,OPPO手机P-1072(A16),OPPO,1813.8,2139.0,6912,OPPO京东自营旗舰店,1,https://www.douyin.com/product/9000072
抖音,联想绿色P-1073青春版手机,联想,3318.1,5199.0,3646,联想京东自营旗舰店,1,https://www.douyin.com/product/9000073
抖音,努比亚512GB手机W74,努比亚,3367.7,5649.0,3537,努比亚手机专卖店,0,https://www.douyin.com/product/9000074
抖音,三星渐变色X752024款手机,三星,6317.7,8549.0,7167,三星手机专营店,0,https://www.douyin.com/product/9000075
抖音,小米灰色P-1076手机,小米,2012.9,2769.0,6887,小米官方旗舰店,1,https://www.douyin.com/product/9000076
抖音,联想灰色Series 18标准版手机,联想,1182.0,1329.0,19491,联想京东自营旗舰店,0,https://www.douyin.com/product/9000077
抖音,Realme手机P-1078快充版(Exynos2400),Realme,2276.7,3429.0,6913,Realme手机专卖店,0,https://www.douyin.com/product/9000078
抖音,索尼手机P-1079标准版,索尼,5225.3,7089.0,8950,索尼手机专卖店,0,https://www.douyin.com/product/9000079
抖音,Realme1024GB手机PH-1080,Realme,2355.2,2729.0,6195,Realme手机专卖店,0,https://www.douyin.com/product/9000080
抖音,华硕手机P-1081,华硕,5407.2,9049.0,1710,华硕官方旗舰店,1,https://www.douyin.com/product/9000081
抖音,魅族手机PH-10822024款,魅族,1759.3,3119.0,8666,魅族手机专卖店,0,https://www.douyin.com/product/9000082
抖音,魅族手机PH-1083(天玑9300),魅族,1807.5,2469.0,46424,魅族京东自营旗舰店,0,https://www.douyin.com/product/9000083
抖音,ROG256GB手机P-1084,ROG,4387.7,6619.0,7325,ROG官方旗舰店,1,https://www.douyin.com/product/9000084
抖音,一加金色H852025款手机,一加,2783.4,4629.0,9652,一加京东自营旗舰店,0,https://www.douyin.com/product/9000085
抖音,小米手机PH-1086快充版(TensorG3),小米,2519.5,4579.0,912,小米专卖店,0,https://www.douyin.com/product/9000086
抖音,Apple灰色Series 8手机,Apple,2914.8,5559.0,6410,Apple产品专营店,0,https://www.douyin.com/product/9000087
抖音,摩托罗拉快充 手机PH-1088X,摩托罗拉,2299.6,4469.0,1556,摩托罗拉官方旗舰店,1,https://www.douyin.com/product/9000088
抖音,中兴手机P-1089快充版(A17Pro),中兴,1015.2,1359.0,18084,中兴官方旗舰店,1,https://www.douyin.com/product/9000089
抖音,联想黑色P-1090Pro手机,联想,2404.2,4689.0,7805,联想手机专卖店,0,https://www.douyin.com/product/9000090
抖音,OPPO粉色PH-1091青春版手机,OPPO,2242.0,2529.0,3540,OPPO手机专卖店,0,https://www.douyin.com/product/9000091
抖音,小米手机O92(1024GB),小米,1613.8,2319.0,11295,小米官方旗舰店,1,https://www.douyin.com/product/9000092
抖音,Apple手机Series 14快充版(A17Pro),Apple,3275.3,6329.0,2045,Apple产品专营店,0,https://www.douyin.com/product/9000093
抖音,三星手机Series 15512GB,三星,6432.9,11279.0,10622,三星官方旗舰店,1,https://www.douyin.com/product/9000094
抖音,努比亚1024GB手机PH-1095,努比亚,2480.3,2769.0,9706,努比亚京东自营旗舰店,0,https://www.douyin.com/product/9000095
抖音,一加快充 手机S96,一加,3405.0,3989.0,8377,一加官方旗舰店,1,https://www.douyin.com/product/9000096
抖音,iQOO黑色Series 18手机,iQOO,666.6,1299.0,18622,iQOO京东自营旗舰店,0,https://www.douyin.com/product/9000097
抖音,ROG手机P-1098精英版,ROG,6213.0,9599.0,5517,ROG官方旗舰店,1,https://www.douyin.com/product/9000098
抖音,三星手机PH-10992025款(骁龙8Gen2),三星,7228.3,12399.0,9557,三星手机专营店,0,https://www.douyin.com/product/9000099
抖音,Realme1024GB手机PH-1100,Realme,713.7,1229.0,2390,Realme手机专卖店,0,https://www.douyin.com/product/9000100
抖音,索尼快充 手机Series 2(1024GB),索尼,6323.7,8519.0,3261,索尼手机专卖店,0,https://www.douyin.com/product/9000101
抖音,一加手机P-1102,一加,1459.4,2359.0,12569,一加官方旗舰店,1,https://www.douyin.com/product/9000102
抖音,中兴绿色PH-1103手机,中兴,2016.7,3299.0,10758,中兴官方旗舰店,1,https://www.douyin.com/product/9000103
抖音,ROG手机PH-1104(骁龙8Gen2),ROG,4959.8,5889.0,7598,ROG官方旗舰店,1,https://www.douyin.com/product/9000104
抖音,Nothing快充 手机PH-1105(128GB),Nothing,1474.3,1699.0,8225,Nothing官方旗舰店,1,https://www.douyin.com/product/9000105
抖音,红米金色PH-1106Ultra手机,红米,1303.6,1969.0,5938,红米官方旗舰店,1,https://www.douyin.com/product/9000106
抖音,Nothing手机D107快充版(A17Pro),Nothing,3325.3,6369.0,5391,Nothing官方旗舰店,1,https://www.douyin.com/product/9000107
抖音,Realme快充 手机Series 92024款,Realme,2629.4,3629.0,444,Realme官方旗舰店,1,https://www.douyin.com/product/9000108
抖音,vivo灰色Series 10手机,vivo,2774.6,4319.0,8558,vivo手机专卖店,0,https://www.douyin.com/product/9000109
抖音,iQOO手机G110,iQOO,3167.3,4429.0,25797,iQOO京东自营旗舰店,0,https://www.douyin.com/product/9000110
抖音,谷歌手机H111(天玑9200),谷歌,4442.7,7659.0,17968,谷歌京东自营旗舰店,0,https://www.douyin.com/product/9000111
抖音,Realme手机P-11122025款(骁龙8Gen3),Realme,818.6,1049.0,7846,Realme京东自营旗舰店,0,https://www.douyin.com/product/9000112
抖音,荣耀128GB手机P-1113,荣耀,2524.1,3229.0,2554,荣耀京东自营旗舰店,0,https://www.douyin.com/product/9000113
抖音,中兴金色P-1114手机,中兴,1073.8,1959.0,17130,中兴京东自营旗舰店,0,https://www.douyin.com/product/9000114
抖音,vivo渐变色P-1115手机,vivo,2315.7,4469.0,3283,vivo京东自营旗舰店,0,https://www.douyin.com/product/9000115
抖音,华为快充 手机M116标准版,华为,3208.8,5799.0,2228,华为官方旗舰店,1,https://www.douyin.com/product/9000116
抖音,小米紫色P-1117手机,小米,2261.0,4439.0,4493,小米官方旗舰店,1,https://www.douyin.com/product/9000117
抖音,小米手机Series 19快充版(A17Pro),小米,3873.1,6189.0,6844,小米京东自营旗舰店,0,https://www.douyin.com/product/9000118
抖音,红米紫色P-1119手机,红米,928.7,1699.0,9913,红米官方旗舰店,1,https://www.douyin.com/product/9000119
抖音,小米白色PH-1120手机,小米,3084.3,5969.0,3797,小米官方旗舰店,1,https://www.douyin.com/product/9000120
抖音,中兴手机PH-1121精英版(天玑9300),中兴,2438.4,3289.0,4575,中兴官方旗舰店,1,https://www.douyin.com/product/9000121
抖音,红米金色P-1122手机,红米,908.1,1629.0,14927,红米手机专卖店,0,https://www.douyin.com/product/9000122
抖音,三星手机P-11231024GB,三星,5649.2,6659.0,1810,三星手机专营店,1,https://www.douyin.com/product/9000123
抖音,ROG手机Series 5快充版(麒麟9000),ROG,4456.4,6329.0,696,ROG京东自营旗舰店,0,https://www.douyin.com/product/9000124
抖音,iQOO手机P-1125标准版,iQOO,4472.1,7209.0,5316,iQOO手机专卖店,0,https://www.douyin.com/product/9000125
抖音,联想手机P-1126Max,联想,1304.8,2229.0,5570,联想官方旗舰店,1,https://www.douyin.com/product/9000126
抖音,红米手机P-1127,红米,353.2,559.0,24777,红米手机专卖店,0,https://www.douyin.com/product/9000127
抖音,OPPO512GB手机P-1128,OPPO,3444.8,6329.0,437,OPPO官方旗舰店,1,https://www.douyin.com/product/9000128
抖音,Apple快充 手机Z129(1024GB),Apple,2532.4,4629.0,7107,Apple产品专营店,1,https://www.douyin.com/product/9000129
抖音,红米手机P-1130(麒麟9000),红米,1335.1,2459.0,14199,红米官方旗舰店,1,https://www.douyin.com/product/9000130
抖音,vivo手机PH-1131512GB,vivo,1306.3,1489.0,12220,vivo官方旗舰店,1,https://www.douyin.com/product/9000131
抖音,红米手机C132SE,红米,1528.4,2309.0,14296,红米手机专卖店,0,https://www.douyin.com/product/9000132
抖音,华为手机Series 14256GB,华为,5421.0,7899.0,6085,华为官方旗舰店,1,https://www.douyin.com/product/9000133
抖音,小米渐变色Series 15手机,小米,3734.9,4689.0,1169,小米专卖店,0,https://www.douyin.com/product/9000134
抖音,iQOO256GB手机F135,iQOO,2284.5,3249.0,7839,iQOO手机专卖店,0,https://www.douyin.com/product/9000135
抖音,OPPO手机P-1136标准版,OPPO,739.2,1329.0,28036,OPPO京东自营旗舰店,0,https://www.douyin.com/product/9000136
抖音,三星手机H137Pro,三星,2646.5,3439.0,6903,三星官方旗舰店,1,https://www.douyin.com/product/9000137
抖音,Realme手机Series 19(骁龙8Gen3),Realme,1526.7,1829.0,1834,Realme京东自营旗舰店,0,https://www.douyin.com/product/9000138
抖音,联想手机PH-1139快充版(A17Pro),联想,1791.2,2079.0,1961,联想京东自营旗舰店,0,https://www.douyin.com/product/9000139
抖音,Apple手机Series 1快充版(Exynos2400),Apple,8530.7,10409.0,5695,Apple产品专营店,0,https://www.douyin.com/product/9000140
抖音,索尼渐变色P-1141手机,索尼,4803.8,5349.0,1796,索尼手机专卖店,1,https://www.douyin.com/product/9000141
抖音,中兴绿色Series 3Ultra手机,中兴,2140.1,3759.0,14380,中兴官方旗舰店,1,https://www.douyin.com/product/9000142
抖音,华为手机Series 41024GB,华为,2891.1,3329.0,28323,华为手机专卖店,1,https://www.douyin.com/product/9000143
抖音,ROG手机O1442024款(天玑9200),ROG,7892.9,9919.0,2917,ROG京东自营旗舰店,0,https://www.douyin.com/product/9000144
抖音,Nothing手机PH-1145(A17Pro),Nothing,1895.4,2859.0,6649,Nothing官方旗舰店,1,https://www.douyin.com/product/9000145
抖音,华为手机P-1146,华为,5500.9,6149.0,3553,华为官方旗舰店,1,https://www.douyin.com/product/9000146
抖音,vivo手机P-1147(256GB),vivo,1989.8,2789.0,5263,vivo手机专卖店,0,https://www.douyin.com/product/9000147
抖音,索尼手机PH-1148快充版(麒麟9000),索尼,5451.7,7509.0,4914,索尼京东自营旗舰店,0,https://www.douyin.com/product/9000148
抖音,摩托罗拉绿色T149手机,摩托罗拉,3966.1,6189.0,8849,摩托罗拉官方旗舰店,1,https://www.douyin.com/product/9000149
抖音,红米手机P-1150青春版,红米,1153.2,1749.0,21484,红米京东自营旗舰店,0,https://www.douyin.com/product/9000150
抖音,OPPO金色Series 12S手机,OPPO,2374.3,3729.0,4356,OPPO手机专卖店,0,https://www.douyin.com/product/9000151
抖音,三星手机P-1152标准版(天玑9300),三星,4181.6,6999.0,17766,三星京东自营旗舰店,0,https://www.douyin.com/product/9000152
抖音,Realme手机Series 14,Realme,2414.7,3569.0,5607,Realme京东自营旗舰店,0,https://www.douyin.com/product/9000153
抖音,努比亚手机PH-1154S,努比亚,1660.4,3039.0,5314,努比亚官方旗舰店,1,https://www.douyin.com/product/9000154
抖音,三星快充 手机PH-1155(512GB),三星,4744.5,8099.0,8626,三星京东自营旗舰店,0,https://www.douyin.com/product/9000155
抖音,iQOO金色Series 17手机,iQOO,1041.8,1859.0,39432,iQOO官方旗舰店,1,https://www.douyin.com/product/9000156
抖音,摩托罗拉手机PH-1157旗舰版(天玑9300),摩托罗拉,3562.8,3929.0,2954,摩托罗拉手机专卖店,0,https://www.douyin.com/product/9000157
抖音,Apple512GB手机PH-1158,Apple,5516.1,6089.0,5418,Apple官方旗舰店,1,https://www.douyin.com/product/9000158
抖音,vivo白色P-1159Ultra手机,vivo,2405.9,4689.0,39205,vivo手机专卖店,0,https://www.douyin.com/product/9000159
抖音,联想银色P-1160手机,联想,2074.4,3919.0,8259,联想京东自营旗舰店,0,https://www.douyin.com/product/9000160
抖音,ROG256GB手机Series 2,ROG,4099.0,5109.0,9993,ROG京东自营旗舰店,0,https://www.douyin.com/product/9000161
抖音,Realme手机G162(A16),Realme,955.8,1549.0,3735,Realme京东自营旗舰店,0,https://www.douyin.com/product/9000162
抖音,魅族手机Series 4快充版(A16),魅族,1482.6,2889.0,1808,魅族手机专卖店,1,https://www.douyin.com/product/9000163
抖音,小米折叠屏 手机PH-1164(256GB),小米,1858.5,3189.0,5046,小米专卖店,0,https://www.douyin.com/product/9000164
抖音,iQOO快充 手机PH-1165Max,iQOO,1062.3,1819.0,17091,iQOO官方旗舰店,1,https://www.douyin.com/product/9000165
抖音,魅族5G 手机P-1166(256GB),魅族,2832.8,3859.0,7954,魅族京东自营旗舰店,0,https://www.douyin.com/product/9000166
抖音,vivo折叠屏 手机L167,vivo,3161.6,3939.0,5870,vivo官方旗舰店,1,https://www.douyin.com/product/9000167
抖音,vivo手机M168快充版(骁龙8Gen3),vivo,3192.1,3889.0,5396,vivo京东自营旗舰店,0,https://www.douyin.com/product/9000168
抖音,三星手机P-1169(A16),三星,2510.4,3209.0,10027,三星手机专营店,0,https://www.douyin.com/product/9000169
抖音,Apple手机P-11702025款,Apple,3190.9,5379.0,3520,Apple产品京东自营旗舰店,0,https://www.douyin.com/product/9000170
抖音,荣耀折叠屏 手机Series 12标准版,荣耀,1083.6,1949.0,2739,荣耀京东自营旗舰店,1,https://www.douyin.com/product/9000171
抖音,OPPO手机Q172SE(天玑9300),OPPO,791.3,1279.0,9633,OPPO手机专卖店,1,https://www.douyin.com/product/9000172
抖音,荣耀手机PH-1173快充版(麒麟9000),荣耀,2412.3,3539.0,8608,荣耀手机专卖店,0,https://www.douyin.com/product/9000173
抖音,小米手机Series 15(1024GB),小米,3200.9,5249.0,7173,小米京东自营旗舰店,0,https://www.douyin.com/product/9000174
抖音,ROG512GB手机P-1175,ROG,2600.4,3059.0,841,ROG京东自营旗舰店,0,https://www.douyin.com/product/9000175
抖音,努比亚灰色PH-1176手机,努比亚,2500.5,3859.0,3488,努比亚京东自营旗舰店,0,https://www.douyin.com/product/9000176
抖音,联想手机PH-1177X(天玑9300),联想,2505.3,3249.0,9794,联想官方旗舰店,1,https://www.douyin.com/product/9000177
抖音,索尼手机P-1178,索尼,5146.1,8149.0,14661,索尼官方旗舰店,1,https://www.douyin.com/product/9000178
抖音,Realme曲面屏 手机PH-11792024款,Realme,721.7,869.0,22969,Realme官方旗舰店,1,https://www.douyin.com/product/9000179
抖音,华为蓝色Y180Pro手机,华为,3160.0,5709.0,9394,华为官方旗舰店,1,https://www.douyin.com/product/9000180
抖音,魅族手机Z181快充版(天玑9300),魅族,3609.3,4529.0,7528,魅族京东自营旗舰店,0,https://www.douyin.com/product/9000181
抖音,努比亚手机A1821024GB,努比亚,2403.6,4639.0,5603,努比亚官方旗舰店,1,https://www.douyin.com/product/9000182
抖音,摩托罗拉折叠屏 手机Series 4旗舰版,摩托罗拉,2184.5,4139.0,1180,摩托罗拉京东自营旗舰店,0,https://www.douyin.com/product/9000183
抖音,iQOO黑色C184标准版手机,iQOO,1045.5,2029.0,21986,iQOO手机专卖店,0,https://www.douyin.com/product/9000184
抖音,小米512GB手机P-1185,小米,2126.3,4089.0,5456,小米专卖店,1,https://www.douyin.com/product/9000185
抖音,vivo手机E186(A16),vivo,3770.2,5399.0,1542,vivo京东自营旗舰店,0,https://www.douyin.com/product/9000186
抖音,三星紫色Series 8手机,三星,2558.1,4579.0,6298,三星京东自营旗舰店,0,https://www.douyin.com/product/9000187
抖音,中兴手机Series 9快充版(Exynos2400),中兴,2206.4,2499.0,12162,中兴官方旗舰店,1,https://www.douyin.com/product/9000188
抖音,魅族手机H189256GB,魅族,2402.6,3579.0,7215,魅族京东自营旗舰店,0,https://www.douyin.com/product/9000189
抖音,三星手机P-1190(Exynos2400),三星,3310.8,6069.0,9448,三星京东自营旗舰店,0,https://www.douyin.com/product/9000190
抖音,谷歌256GB手机P-1191,谷歌,2371.5,3459.0,5465,谷歌官方旗舰店,1,https://www.douyin.com/product/9000191
抖音,努比亚手机PH-1192,努比亚,3293.8,4809.0,502,努比亚京东自营旗舰店,0,https://www.douyin.com/product/9000192
抖音,OPPO手机Series 141024GB,OPPO,946.3,1409.0,7050,OPPO京东自营旗舰店,0,https://www.douyin.com/product/9000193
抖音,小米手机PH-1194快充版(天玑9200),小米,3068.3,6129.0,9284,小米京东自营旗舰店,0,https://www.douyin.com/product/9000194
抖音,红米粉色PH-1195手机,红米,484.5,709.0,12586,红米京东自营旗舰店,0,https://www.douyin.com/product/9000195
抖音,vivo手机Series 17Plus(A17Pro),vivo,1270.2,1469.0,5973,vivo官方旗舰店,1,https://www.douyin.com/product/9000196
抖音,红米手机Series 18X,红米,359.8,619.0,31239,红米官方旗舰店,1,https://www.douyin.com/product/9000197
抖音,红米绿色P-1198手机,红米,325.2,619.0,29666,红米手机专卖店,0,https://www.douyin.com/product/9000198
抖音,vivo粉色PH-1199青春版手机,vivo,2848.5,4639.0,7932,vivo手机专卖店,0,https://www.douyin.com/product/9000199
抖音,红米手机S200(A16),红米,362.3,579.0,17728,红米京东自营旗舰店,0,https://www.douyin.com/product/9000200
抖音,ROG手机P-1201128GB,ROG,6305.0,8499.0,28600,ROG手机专卖店,0,https://www.douyin.com/product/9000201
抖音,华为手机PH-1202256GB,华为,4868.7,6549.0,5841,华为手机专卖店,0,https://www.douyin.com/product/9000202
抖音,魅族256GB手机Series 4,魅族,1620.4,2589.0,5359,魅族京东自营旗舰店,0,https://www.douyin.com/product/9000203
抖音,一加黑色Series 5Pro手机,一加,4351.0,5609.0,4623,一加官方旗舰店,1,https://www.douyin.com/product/9000204
抖音,谷歌曲面屏 手机P-1205(512GB),谷歌,2589.8,4759.0,9421,谷歌手机专卖店,0,https://www.douyin.com/product/9000205
抖音,小米5G 手机Y206青春版,小米,2646.5,3529.0,6935,小米官方旗舰店,1,https://www.douyin.com/product/9000206
抖音,一加手机PH-1207,一加,1967.2,3459.0,11784,一加官方旗舰店,1,https://www.douyin.com/product/9000207
抖音,谷歌手机P-1208(天玑9200),谷歌,2936.6,3669.0,7095,谷歌京东自营旗舰店,0,https://www.douyin.com/product/9000208
抖音,ROG手机B209,ROG,5107.7,9069.0,21264,ROG京东自营旗舰店,0,https://www.douyin.com/product/9000209
抖音,华硕手机PH-1210,华硕,5264.5,9549.0,9676,华硕官方旗舰店,1,https://www.douyin.com/product/9000210
抖音,vivo手机PH-12112024款,vivo,1537.4,2029.0,9897,vivo手机专卖店,0,https://www.douyin.com/product/9000211
抖音,红米手机PH-1212,红米,389.2,489.0,31160,红米京东自营旗舰店,0,https://www.douyin.com/product/9000212
抖音,联想快充 手机F213Pro,联想,874.5,1249.0,11868,联想手机专卖店,0,https://www.douyin.com/product/9000213
