平台名称,商品标题,品牌,价格,原价,销量,店铺名称,是否官方旗舰店,商品链接
京东,中兴手机Series 1512GB,中兴,2164.3,3269,6537,中兴官方旗舰店,0,https://item.jd.com/1000200.html
京东,华为绿色P-1201手机,华为,2066.5,4089,6896,华为官方旗舰店,1,https://item.jd.com/1000201.html
京东,红米手机U202青春版,红米,1338.3,1889,478,红米京东自营旗舰店,1,https://item.jd.com/1000202.html
京东,ROG手机PH-1203Max(天玑9300),ROG,4085.8,7029,6530,ROG京东自营旗舰店,1,https://item.jd.com/1000203.html
京东,努比亚手机P-1204青春版,努比亚,3814.0,4999,3855,努比亚京东自营旗舰店,1,https://item.jd.com/1000204.html
京东,Apple手机PH-1205(天玑9300),Apple,3152.1,4449,952,Apple产品京东自营旗舰店,1,https://item.jd.com/1000205.html
京东,小米折叠屏 手机P-1206Max,小米,4129.1,7349,5447,小米专卖店,1,https://item.jd.com/1000206.html
京东,中兴手机PH-1207(骁龙8Gen2),中兴,2795.6,4189,2428,中兴官方旗舰店,0,https://item.jd.com/1000207.html
京东,Apple手机P-1208快充版(骁龙8Gen3),Apple,7952.3,13049,2966,Apple产品专营店,1,https://item.jd.com/1000208.html
京东,红米128GB手机P-1209,红米,2088.3,3789,28892,红米手机专卖店,1,https://item.jd.com/1000209.html
京东,魅族手机PH-1210快充版(天玑9300),魅族,4622.7,7459,1741,魅族京东自营旗舰店,1,https://item.jd.com/1000210.html
京东,联想1024GB手机D211,联想,3325.4,4849,1302,联想手机专卖店,0,https://item.jd.com/1000211.html
京东,中兴5G 手机E212(512GB),中兴,4311.4,5349,3264,中兴京东自营旗舰店,1,https://item.jd.com/1000212.html
京东,OPPO手机P-1213,OPPO,3619.7,4989,3880,OPPO官方旗舰店,0,https://item.jd.com/1000213.html
京东,联想白色G214SE手机,联想,1136.4,2049,15329,联想京东自营旗舰店,1,https://item.jd.com/1000214.html
京东,OPPO手机P-1215,OPPO,2895.9,4519,1042,OPPO手机专卖店,0,https://item.jd.com/1000215.html
京东,荣耀256GB手机PH-1216,荣耀,922.3,1059,4761,荣耀官方旗舰店,1,https://item.jd.com/1000216.html
京东,摩托罗拉绿色P-12172025款手机,摩托罗拉,2283.4,4209,719,摩托罗拉京东自营旗舰店,1,https://item.jd.com/1000217.html
京东,中兴绿色Series 19手机,中兴,1943.3,3109,9001,中兴官方旗舰店,1,https://item.jd.com/1000218.html
京东,华硕粉色L219手机,华硕,6312.6,11109,6083,华硕手机专卖店,1,https://item.jd.com/1000219.html
京东,中兴手机P-1220256GB,中兴,2979.6,5559,1230,中兴京东自营旗舰店,1,https://item.jd.com/1000220.html
京东,魅族手机N221快充版(麒麟9000),魅族,1652.3,2169,7520,魅族京东自营旗舰店,1,https://item.jd.com/1000221.html
京东,华为手机Series 31024GB,华为,5718.7,6969,6807,华为官方旗舰店,1,https://item.jd.com/1000222.html
京东,三星手机Series 4Pro,三星,7967.5,9549,5601,三星手机专营店,1,https://item.jd.com/1000223.html
京东,vivo手机Series 5SE,vivo,1232.0,2259,5637,vivo手机专卖店,1,https://item.jd.com/1000224.html
京东,vivo手机P-12251024GB,vivo,3791.5,5059,3636,vivo京东自营旗舰店,1,https://item.jd.com/1000225.html
京东,谷歌白色PH-1226手机,谷歌,4440.0,7409,1136,谷歌手机专卖店,0,https://item.jd.com/1000226.html
